PREFERRED_NAME,LONG_NAME,PREFERRED_DEFINITION,EVS_SOURCE,ORIGIN,DEFINITION_SOURCE,
C143610,Intraoperative reproductive tract injury,A finding of damage to the reproductive organs during a surgical procedure.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143611,Intraoperative respiratory injury,A finding of damage to the respiratory system during a surgical procedure.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143612,Intraoperative splenic injury,A finding of damage to the spleen during a surgical procedure.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143613,Intraoperative urinary injury,A finding of damage to the urinary system during a surgical procedure.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143614,Intraoperative venous injury,A finding of damage to a vein during a surgical procedure.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143615,"Investigations - Other, specify",,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143617,Irregular menstruation,A disorder characterized by a change in cycle or duration of menses from baseline.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143618,Irritability,"A disorder characterized by an abnormal responsiveness to stimuli or physiological arousal; may be in response to pain, fright, a drug, an emotional situation or a medical condition.",NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143619,Ischemia cerebrovascular,A disorder characterized by a decrease or absence of blood supply to the brain caused by obstruction (thrombosis or embolism) of an artery resulting in neurological damage.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143622,Jejunal perforation,A disorder characterized by a rupture in the jejunal wall.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143623,Jejunal stenosis,A disorder characterized by a narrowing of the lumen of the jejunum.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143626,Joint infection,A disorder characterized by an infectious process involving a joint.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143627,Joint range of motion decreased cervical spine,A disorder characterized by a decrease in flexibility of a cervical spine joint.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143628,Joint range of motion decreased lumbar spine,A disorder characterized by a decrease in flexibility of a lumbar spine joint.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143629,Joint range of motion decreased,A disorder characterized by a decrease in joint flexibility of any joint.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143631,Kidney anastomotic leak,A finding of leakage of urine due to breakdown of a kidney anastomosis (surgical connection of two separate anatomic structures).,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143632,Kidney infection,A disorder characterized by an infectious process involving the kidney.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143633,Kyphosis,A disorder characterized by an abnormal increase in the curvature of the thoracic portion of the spine.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143634,Lactation disorder,A disorder characterized by disturbances of milk secretion. It is not necessarily related to pregnancy that is observed in females and can be observed in males.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143635,Large intestinal anastomotic leak,A finding of leakage due to breakdown of an anastomosis (surgical connection of two separate anatomic structures) in the large intestine.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143636,Laryngeal edema,A disorder characterized by swelling due to an excessive accumulation of fluid in the larynx.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143637,Laryngeal inflammation,A disorder characterized by an inflammation involving the larynx.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143638,Laryngeal mucositis,A disorder characterized by ulceration or inflammation involving the mucous membrane of the larynx.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143639,Laryngeal obstruction,A disorder characterized by blockage of the laryngeal airway.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143640,Laryngeal stenosis,A disorder characterized by a narrowing of the laryngeal airway.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143641,Laryngitis,A disorder characterized by an inflammatory process involving the larynx.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143642,Laryngopharyngeal dysesthesia,A disorder characterized by an uncomfortable persistent sensation in the area of the laryngopharynx.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143643,Laryngospasm,A disorder characterized by paroxysmal spasmodic muscular contraction of the vocal cords.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143645,Lethargy,A disorder characterized by a decrease in consciousness characterized by mental and physical inertness.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143646,Leukemia secondary to oncology chemotherapy,A disorder characterized by leukemia arising as a result of the mutagenic effect of chemotherapy agents.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143647,Leukocytosis,A disorder characterized by laboratory test results that indicate an increased number of white blood cells in the blood.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143648,Leukoencephalopathy,A disorder characterized by diffuse reactive astrocytosis with multiple areas of necrotic foci without inflammation.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143649,Libido decreased,A disorder characterized by a decrease in sexual desire.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143650,Libido increased,A disorder characterized by an increase in sexual desire.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143651,Lip infection,A disorder characterized by an infectious process involving the lips.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143652,Lipase increased,A finding based on laboratory test results that indicate an increase in the level of lipase in a biological specimen.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143653,Lipohypertrophy,A disorder characterized by hypertrophy of the subcutaneous adipose tissue at the site of multiple subcutaneous injections of insulin.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143654,Localized edema,A disorder characterized by swelling due to excessive fluid accumulation at a specific anatomic site.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143655,Lordosis,A disorder characterized by an abnormal increase in the curvature of the lumbar portion of the spine.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143656,Lower gastrointestinal hemorrhage,"A disorder characterized by bleeding from the lower gastrointestinal tract (small intestine, large intestine, and anus).",NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143657,Lung infection,"A disorder characterized by an infectious process involving the lungs, including pneumonia.",NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143658,Lymph gland infection,A disorder characterized by an infectious process involving the lymph nodes.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143659,Lymph leakage,A disorder characterized by the loss of lymph fluid into the surrounding tissue or body cavity.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143660,Lymphedema,A disorder characterized by excessive fluid collection in tissues that causes swelling.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143662,Lymphocyte count decreased,A finding based on laboratory test results that indicate a decrease in number of lymphocytes in a blood specimen.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143663,Lymphocyte count increased,"A finding based on laboratory test results that indicate an abnormal increase in the number of lymphocytes in the blood, effusions or bone marrow.",NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143665,Malaise,"A disorder characterized by a feeling of general discomfort or uneasiness, an out-of-sorts feeling.",NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143666,Mania,"A disorder characterized by excitement of psychotic proportions manifested by mental and physical hyperactivity, disorganization of behavior and elevation of mood.",NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143667,Mediastinal infection,A disorder characterized by an infectious process involving the mediastinum.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143669,Meningismus,"A disorder characterized by neck stiffness, headache, and photophobia resulting from irritation of the cerebral meninges.",NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143670,Meningitis,A disorder characterized by acute inflammation of the meninges of the brain and/or spinal cord.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143671,Menorrhagia,A disorder characterized by abnormally heavy vaginal bleeding during menses.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143672,"Metabolism and nutrition disorders - Other, specify",,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143673,Middle ear inflammation,"A disorder characterized by inflammation (physiologic response to irritation), swelling and redness to the middle ear.",NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143674,Mitral valve disease,A disorder characterized by a defect in mitral valve function or structure.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143677,Movements involuntary,A disorder characterized by uncontrolled and purposeless movements.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143678,Mucosal infection,A disorder characterized by an infectious process involving a mucosal surface.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143679,Mucositis oral,A disorder characterized by ulceration or inflammation of the oral mucosal.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143680,Multi-organ failure,"A disorder characterized by progressive deterioration of the lungs, liver, kidney and clotting mechanisms.",NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143681,Muscle weakness left-sided,A disorder characterized by a reduction in the strength of the muscles on the left side of the body.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143682,Muscle weakness lower limb,A disorder characterized by a reduction in the strength of the lower limb muscles.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143683,Muscle weakness right-sided,A disorder characterized by a reduction in the strength of the muscles on the right side of the body.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143684,Muscle weakness trunk,A disorder characterized by a reduction in the strength of the trunk muscles.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143685,Muscle weakness upper limb,A disorder characterized by a reduction in the strength of the upper limb muscles.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143686,"Musculoskeletal and connective tissue disorder - Other, specify",,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143687,Musculoskeletal deformity,A disorder characterized by a malformation of the musculoskeletal system.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143688,Myalgia,A disorder characterized by marked discomfort sensation originating from a muscle or group of muscles.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143690,Myelodysplastic syndrome,A disorder characterized by insufficiently healthy hematapoietic cell production by the bone marrow.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143691,Myocardial infarction,A disorder characterized by gross necrosis of the myocardium; this is due to an interruption of blood supply to the area.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143694,Nail discoloration,A disorder characterized by a change in the color of the nail plate.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143695,Nail infection,A disorder characterized by an infectious process involving the nail.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143696,Nail loss,A disorder characterized by loss of all or a portion of the nail.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143697,Nail ridging,A disorder characterized by vertical or horizontal ridges on the nails.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143698,Nasal congestion,A disorder characterized by obstruction of the nasal passage due to mucosal edema.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143700,Neck edema,A disorder characterized by swelling due to an accumulation of excessive fluid in the neck.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143701,"Neoplasms benign, malignant and unspecified (incl cysts and polyps) - Other, specify",,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143702,"Nervous system disorders - Other, specify",,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143703,Neuralgia,A disorder characterized by intense painful sensation along a nerve or group of nerves.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143704,Neutrophil count decreased,A finding based on laboratory test results that indicate a decrease in number of neutrophils in a blood specimen.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143705,Night blindness,A disorder characterized by an inability to see clearly in dim light.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143706,Nipple deformity,A disorder characterized by a malformation of the nipple.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143707,Non-cardiac chest pain,A disorder characterized by a sensation of marked discomfort in the chest unrelated to a heart disorder.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143710,Obstruction gastric,A disorder characterized by blockage of the normal flow of the contents in the stomach.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143711,Oculomotor nerve disorder,A disorder characterized by dysfunction of the oculomotor nerve (third cranial nerve).,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143712,Olfactory nerve disorder,A disorder characterized by dysfunction of the olfactory nerve (first cranial nerve).,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143713,Oligospermia,A disorder characterized by a decrease in the number of spermatozoa in the semen.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143714,Optic nerve disorder,A disorder characterized by involvement of the optic nerve (second cranial nerve).,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143715,Oral cavity fistula,A disorder characterized by an abnormal communication between the oral cavity and another organ or anatomic site.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143716,Oral dysesthesia,"A disorder characterized by a burning or tingling sensation on the lips, tongue or entire mouth.",NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143717,Osteonecrosis of jaw,A disorder characterized by a necrotic process occurring in the bone of the mandible.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143719,Otitis externa,"A disorder characterized by an infectious process involving the outer ear and ear canal. Contributory factors include excessive water exposure (swimmer's ear infection) and cuts in the ear canal. Symptoms include fullness, itching, swelling and marked discomfort in the ear and ear drainage.",NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143720,Otitis media,A disorder characterized by an infectious process involving the middle ear.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143721,Ovarian infection,A disorder characterized by an infectious process involving the ovary.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143722,Ovarian rupture,A disorder characterized by tearing or disruption of the ovarian tissue.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143723,Pain in extremity,A disorder characterized by a sensation of marked discomfort in the upper or lower extremities.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143724,Pain of skin,A disorder characterized by a sensation of marked discomfort in the skin.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143725,Pain,"A disorder characterized by the sensation of marked discomfort, distress or agony.",NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143726,Palmar-plantar erythrodysesthesia syndrome,"A disorder characterized by redness, marked discomfort, swelling, and tingling in the palms of the hands or the soles of the feet. Also known as Hand-Foot Syndrome.",NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143728,Pancreas infection,A disorder characterized by an infectious process involving the pancreas.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143729,Pancreatic anastomotic leak,A finding of leakage due to breakdown of a pancreatic anastomosis (surgical connection of two separate anatomic structures).,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143730,Pancreatic duct stenosis,A disorder characterized by a narrowing of the lumen of the pancreatic duct.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143731,Pancreatic enzymes decreased,A finding based on laboratory test results that indicate an decrease in levels of pancreatic enzymes in a biological specimen.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143732,Pancreatic necrosis,A disorder characterized by a necrotic process occurring in the pancreas.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143734,Papilledema,A disorder characterized by swelling around the optic disc.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143735,Papulopustular rash,"A disorder characterized by an eruption consisting of papules (a small, raised pimple) and pustules (a small pus filled blister), typically appearing in face, scalp, and upper chest and back. Unlike acne, this rash does not present with whiteheads or blackheads, and can be symptomatic, with itchy or tender lesions.",NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143736,Paresthesia,"A disorder characterized by functional disturbances of sensory neurons resulting in abnormal cutaneous sensations of tingling, numbness, pressure, cold, and/or warmth.",NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143737,Paronychia,A disorder characterized by an infectious process involving the soft tissues around the nail.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143738,Paroxysmal atrial tachycardia,A disorder characterized by a dysrhythmia with abrupt onset and sudden termination of atrial contractions with a rate of 150-250 beats per minute. The rhythm disturbance originates in the atria.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143739,Pelvic floor muscle weakness,A disorder characterized by a reduction in the strength of the muscles of the pelvic floor.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143740,Pelvic infection,A disorder characterized by an infectious process involving the pelvic cavity.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143741,Penile infection,A disorder characterized by an infectious process involving the penis.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143742,Perforation bile duct,A disorder characterized by a rupture in the wall of the extrahepatic or intrahepatic bile duct.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143743,Pericardial effusion,"A disorder characterized by fluid collection within the pericardial sac, usually due to inflammation.",NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143744,Pericardial tamponade,A disorder characterized by an increase in intrapericardial pressure due to the collection of blood or fluid in the pericardium.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143747,Periorbital edema,A disorder characterized by swelling due to an excessive accumulation of fluid around the orbits of the face.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143748,Periorbital infection,A disorder characterized by an infectious process involving the orbit of the eye.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143749,Peripheral ischemia,A disorder characterized by impaired circulation to an extremity.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143750,Peripheral motor neuropathy,A disorder characterized by damage or dysfunction of the peripheral motor nerves.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143751,Peripheral nerve infection,A disorder characterized by an infectious process involving the peripheral nerves.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143752,Peripheral sensory neuropathy,A disorder characterized by damage or dysfunction of the peripheral sensory nerves.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143753,Peritoneal infection,A disorder characterized by an infectious process involving the peritoneum.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143754,Personality change,A disorder characterized by a conspicuous change in a person's behavior and thinking.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143755,Pharyngeal anastomotic leak,A finding of leakage due to breakdown of a pharyngeal anastomosis (surgical connection of two separate anatomic structures).,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143756,Pharyngeal mucositis,A disorder characterized by ulceration or inflammation involving the mucous membrane of the pharynx.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143757,Pharyngeal stenosis,A disorder characterized by a narrowing of the pharyngeal airway.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143758,Pharyngitis,A disorder characterized by inflammation of the throat.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143759,Pharyngolaryngeal pain,A disorder characterized by a sensation of marked discomfort in the pharyngolaryngeal region.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143760,Phlebitis infective,"A disorder characterized by an infectious process involving the vein. Clinical manifestations include erythema, marked discomfort, swelling, and induration along the course of the infected vein.",NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143761,Phlebitis,A disorder characterized by inflammation of the wall of a vein.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143764,Platelet count decreased,A finding based on laboratory test results that indicate a decrease in number of platelets in a blood specimen.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143765,Pleural effusion,"A disorder characterized by an increase in amounts of fluid within the pleural cavity. Symptoms include shortness of breath, cough and marked chest discomfort.",NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143766,Pleural infection,A disorder characterized by an infectious process involving the pleura.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143767,Pneumonitis,A disorder characterized by inflammation focally or diffusely affecting the lung parenchyma.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143769,Portal hypertension,A disorder characterized by an increase in blood pressure in the portal venous system.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143770,Portal vein thrombosis,A disorder characterized by the formation of a thrombus (blood clot) in the portal vein.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143771,Postnasal drip,"A disorder characterized by excessive mucous secretion in the back of the nasal cavity or throat, causing sore throat and/or coughing.",NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143772,Postoperative hemorrhage,A disorder characterized by bleeding occurring after a surgical procedure.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143773,Postoperative thoracic procedure complication,A finding of a previously undocumented problem that occurs after a thoracic procedure.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143775,"Pregnancy, puerperium and perinatal conditions - Other, specify",,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143776,Premature delivery,"A disorder characterized by delivery of a viable infant before the normal end of gestation. Typically, viability is achievable between the twentieth and thirty-seventh week of gestation.",NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143777,Premature menopause,"A disorder characterized by premature ovarian failure. Symptoms may include hot flashes, night sweats, mood swings, and a decrease in sex drive. Laboratory findings include elevated luteinizing hormone (LH) and follicle-stimulating hormone (FSH.)",NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143778,Presyncope,A disorder characterized by an episode of lightheadedness and dizziness which may precede an episode of syncope.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143780,Productive cough,A disorder characterized by expectorated secretions upon coughing.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143781,Prolapse of intestinal stoma,A finding of protrusion of the intestinal stoma (surgically created opening on the surface of the body) above the abdominal surface.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143782,Prolapse of urostomy,A finding of displacement of the urostomy.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143783,Prostate infection,A disorder characterized by an infectious process involving the prostate gland.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143784,Prostatic obstruction,"A disorder characterized by compression of the urethra secondary to enlargement of the prostate gland. This results in voiding difficulties (straining to void, slow urine stream, and incomplete emptying of the bladder).",NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143787,"Psychiatric disorders - Other, specify",,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143788,Psychosis,"A disorder characterized by personality change, impaired functioning, and loss of touch with reality. It may be a manifestation of schizophrenia, bipolar disorder or brain tumor.",NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143789,Pulmonary edema,A disorder characterized by accumulation of fluid in the lung tissues that causes a disturbance of the gas exchange that may lead to respiratory failure.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143790,Pulmonary fibrosis,"A disorder characterized by the replacement of the lung tissue by connective tissue, leading to progressive dyspnea, respiratory failure or right heart failure.",NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143791,Pulmonary fistula,A disorder characterized by an abnormal communication between the lung and another organ or anatomic site.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143793,Pulmonary valve disease,A disorder characterized by a defect in pulmonary valve function or structure.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143794,Purpura,A disorder characterized by hemorrhagic areas of the skin and mucous membrane. Newer lesions appear reddish in color. Older lesions are usually a darker purple color and eventually become a brownish-yellow color.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143795,Pyramidal tract syndrome,"A disorder characterized by dysfunction of the corticospinal (pyramidal) tracts of the spinal cord. Symptoms include an increase in the muscle tone in the lower extremities, hyperreflexia, positive Babinski and a decrease in fine motor coordination.",NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143796,Radiation recall reaction (dermatologic),"A finding of acute skin inflammatory reaction caused by drugs, especially chemotherapeutic agents, for weeks or months following radiotherapy. The inflammatory reaction is confined to the previously irradiated skin and the symptoms disappear after the removal of the pharmaceutical agent.",NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143797,Radiculitis,A disorder characterized by inflammation involving a nerve root. Patients experience marked discomfort radiating along a nerve path because of spinal pressure on the connecting nerve root.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143798,Rash acneiform,"A disorder characterized by an eruption of papules and pustules, typically appearing in face, scalp, upper chest and back.",NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143799,Rash maculo-papular,"A disorder characterized by the presence of macules (flat) and papules (elevated). Also known as morbillform rash, it is one of the most common cutaneous adverse events, frequently affecting the upper trunk, spreading centripetally and associated with pruritis.",NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143800,Rash pustular,A disorder characterized by a circumscribed and elevated skin lesion filled with pus.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143801,Rectal anastomotic leak,A finding of leakage due to breakdown of a rectal anastomosis (surgical connection of two separate anatomic structures).,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143802,Rectal mucositis,A disorder characterized by ulceration or inflammation of the mucous membrane of the rectum.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143803,Rectal stenosis,A disorder characterized by a narrowing of the lumen of the rectum.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143804,Recurrent laryngeal nerve palsy,A disorder characterized by paralysis of the recurrent laryngeal nerve.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143805,"Renal and urinary disorders - Other, specify",,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143806,Renal calculi,A disorder characterized by the formation of crystals/kidney stones in the pelvis of the kidney.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143807,Renal colic,"A disorder characterized by paroxysmal and severe flank marked discomfort radiating to the inguinal area. Often, the cause is the passage of crystals/kidney stones.",NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143808,"Reproductive system and breast disorders - Other, specify",,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143809,Respiratory failure,A disorder characterized by impaired gas exchange by the respiratory system resulting in hypoxia and a decrease in oxygenation of the tissues that may be associated with an increase in arterial levels of carbon dioxide.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143810,"Respiratory, thoracic and mediastinal disorders - Other, specify",,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143811,Restlessness,"A disorder characterized by an inability to rest, relax or be still.",NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143814,Retinal tear,"A disorder characterized by a small laceration of the retina, this occurs when the vitreous separates from the retina. Symptoms include flashes and floaters.",NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
